id,TravelInsurance
0,0.14285714285714285
9,0.2857142857142857
14,0.0
31,1.0
41,1.0
43,0.0
45,0.0
46,0.0
50,0.0
51,0.42857142857142855
56,0.0
64,0.0
72,0.0
74,0.0
82,0.2857142857142857
86,0.0
87,0.14285714285714285
93,0.0
105,0.0
106,0.0
107,0.0
122,0.14285714285714285
126,1.0
134,0.42857142857142855
135,0.0
141,0.0
142,0.42857142857142855
158,0.0
163,0.0
166,0.42857142857142855
179,0.0
180,0.0
193,0.2857142857142857
196,0.14285714285714285
197,0.0
201,0.0
204,0.14285714285714285
208,0.42857142857142855
210,0.14285714285714285
211,0.0
221,1.0
234,0.8571428571428571
236,0.0
243,0.0
247,0.0
248,0.5714285714285714
253,0.2857142857142857
257,0.0
297,1.0
306,0.0
309,1.0
310,0.0
311,0.0
313,0.14285714285714285
314,0.42857142857142855
325,0.0
330,0.7142857142857143
340,0.0
348,1.0
349,0.0
350,0.0
351,0.0
355,1.0
371,1.0
374,1.0
380,0.5714285714285714
384,0.14285714285714285
385,0.0
392,0.0
393,0.14285714285714285
397,0.14285714285714285
401,1.0
404,0.0
407,0.0
410,0.2857142857142857
416,0.0
420,0.8571428571428571
424,0.0
427,0.2857142857142857
437,0.0
438,0.0
453,0.2857142857142857
461,1.0
463,1.0
465,0.14285714285714285
471,0.0
481,1.0
486,1.0
495,0.0
496,0.14285714285714285
504,0.7142857142857143
506,0.42857142857142855
516,0.42857142857142855
531,0.0
538,0.0
539,0.0
547,0.14285714285714285
553,0.0
554,0.2857142857142857
563,0.14285714285714285
564,0.0
567,0.2857142857142857
569,0.0
578,0.14285714285714285
581,0.14285714285714285
585,0.0
589,0.14285714285714285
593,0.0
596,1.0
612,1.0
615,0.0
626,0.2857142857142857
632,0.0
635,1.0
637,0.0
640,0.0
641,0.14285714285714285
646,1.0
648,0.0
653,1.0
654,0.0
656,0.14285714285714285
660,0.7142857142857143
661,0.42857142857142855
664,0.0
670,0.14285714285714285
671,0.2857142857142857
673,0.14285714285714285
680,0.5714285714285714
690,0.0
691,0.0
696,0.0
703,1.0
706,0.14285714285714285
709,0.0
711,0.0
725,0.14285714285714285
728,1.0
729,0.14285714285714285
730,1.0
735,0.0
739,0.42857142857142855
741,0.8571428571428571
742,0.2857142857142857
746,0.2857142857142857
754,0.0
768,1.0
770,0.0
777,0.2857142857142857
781,0.0
783,0.0
793,0.8571428571428571
797,0.0
809,0.2857142857142857
814,0.14285714285714285
820,1.0
825,0.14285714285714285
832,0.0
835,0.42857142857142855
852,0.2857142857142857
864,0.14285714285714285
865,0.0
866,0.0
875,0.0
878,0.2857142857142857
884,0.14285714285714285
902,0.5714285714285714
903,0.0
916,1.0
922,1.0
927,0.0
932,0.0
934,0.14285714285714285
935,0.14285714285714285
936,1.0
947,0.0
948,0.14285714285714285
949,0.0
951,0.2857142857142857
957,0.5714285714285714
964,0.0
966,0.8571428571428571
969,0.14285714285714285
972,1.0
978,0.14285714285714285
981,0.0
986,0.0
992,1.0
997,0.0
1000,0.0
1002,1.0
1004,1.0
1013,0.0
1025,0.0
1026,1.0
1027,0.14285714285714285
1032,0.2857142857142857
1033,0.0
1035,0.0
1036,0.0
1037,0.0
1039,0.5714285714285714
1040,1.0
1042,0.14285714285714285
1046,0.14285714285714285
1049,0.0
1051,0.8571428571428571
1053,0.0
1057,0.0
1058,0.7142857142857143
1062,1.0
1067,1.0
1070,0.0
1081,1.0
1083,1.0
1088,0.14285714285714285
1089,0.0
1098,0.42857142857142855
1107,0.14285714285714285
1110,0.0
1111,0.0
1114,0.0
1120,0.14285714285714285
1122,0.5714285714285714
1126,1.0
1135,0.42857142857142855
1140,0.42857142857142855
1142,0.0
1145,0.0
1147,0.0
1151,0.14285714285714285
1152,0.0
1155,0.2857142857142857
1163,0.2857142857142857
1165,0.7142857142857143
1169,0.0
1170,0.0
1174,0.0
1175,0.0
1179,0.2857142857142857
1180,0.0
1181,0.2857142857142857
1204,0.0
1205,0.0
1208,0.0
1209,1.0
1219,0.0
1223,0.14285714285714285
1229,0.0
1233,0.0
1236,0.0
1237,0.0
1241,0.0
1244,0.8571428571428571
1252,0.42857142857142855
1258,0.0
1264,0.14285714285714285
1271,1.0
1288,1.0
1290,0.42857142857142855
1294,0.0
1296,0.0
1302,0.42857142857142855
1312,1.0
1315,0.2857142857142857
1316,0.14285714285714285
1318,0.2857142857142857
1331,0.0
1336,0.0
1341,0.14285714285714285
1348,0.2857142857142857
1352,0.0
1354,1.0
1355,0.0
1363,0.0
1364,0.0
1369,0.14285714285714285
1373,0.0
1374,0.2857142857142857
1376,0.14285714285714285
1386,0.0
1397,0.14285714285714285
1399,0.42857142857142855
1404,0.42857142857142855
1413,0.14285714285714285
1418,1.0
1419,0.2857142857142857
1428,0.0
1443,0.5714285714285714
1459,0.5714285714285714
1462,0.2857142857142857
1466,0.0
1478,0.0
1480,0.8571428571428571
1487,0.5714285714285714
1490,0.5714285714285714
1492,0.0
1494,0.8571428571428571
1496,0.14285714285714285
1497,1.0
1501,0.42857142857142855
1504,0.5714285714285714
1511,0.42857142857142855
1516,0.0
1519,0.0
1523,0.0
1525,0.14285714285714285
1526,1.0
1527,0.2857142857142857
1538,0.14285714285714285
1543,0.8571428571428571
1545,0.2857142857142857
1549,0.0
1557,1.0
1563,0.42857142857142855
1568,1.0
1579,0.8571428571428571
1585,0.8571428571428571
1586,0.5714285714285714
1590,0.0
1598,0.0
1603,0.5714285714285714
1608,0.0
1616,0.0
1617,0.0
1640,0.14285714285714285
1652,0.14285714285714285
1663,0.0
1667,0.0
1676,0.0
1680,0.0
1682,0.0
1690,0.0
1693,0.14285714285714285
1695,0.2857142857142857
1696,0.14285714285714285
1698,0.2857142857142857
1708,1.0
1709,0.14285714285714285
1712,0.14285714285714285
1713,0.0
1716,1.0
1720,0.0
1725,0.2857142857142857
1727,0.0
1728,0.0
1743,1.0
1746,0.0
1758,0.0
1759,0.14285714285714285
1766,1.0
1767,0.14285714285714285
1780,1.0
1786,0.0
1787,1.0
1790,0.8571428571428571
1794,0.0
1795,0.0
1797,0.0
1811,0.0
1812,1.0
1813,0.14285714285714285
1814,1.0
1815,0.0
1821,0.0
1824,0.14285714285714285
1827,1.0
1828,0.0
1831,0.14285714285714285
1834,0.0
1843,1.0
1844,1.0
1846,0.0
1856,1.0
1858,0.0
1874,0.5714285714285714
1876,0.0
1877,0.14285714285714285
1879,0.14285714285714285
1880,1.0
1883,0.0
1892,0.7142857142857143
1896,1.0
1909,0.0
1912,0.0
1916,0.0
1937,0.0
1942,0.0
1945,0.2857142857142857
1947,1.0
1954,0.2857142857142857
1955,0.14285714285714285
1968,0.0
1969,0.0
1972,1.0
1983,1.0
1986,0.42857142857142855
