id,TravelInsurance
0,0.2
9,0.4
14,0.0
31,1.0
41,1.0
43,0.0
45,0.0
46,0.0
50,0.0
51,0.2
56,0.0
64,0.0
72,0.0
74,0.0
82,0.4
86,0.0
87,0.2
93,0.0
105,0.0
106,0.0
107,0.0
122,0.2
126,1.0
134,0.2
135,0.0
141,0.0
142,0.6
158,0.0
163,0.0
166,0.6
179,0.0
180,0.0
193,0.4
196,0.2
197,0.0
201,0.0
204,0.2
208,0.2
210,0.2
211,0.0
221,1.0
234,0.8
236,0.0
243,0.0
247,0.0
248,0.8
253,0.2
257,0.0
297,1.0
306,0.0
309,1.0
310,0.0
311,0.0
313,0.2
314,0.2
325,0.0
330,0.6
340,0.0
348,1.0
349,0.0
350,0.0
351,0.0
355,1.0
371,1.0
374,1.0
380,0.4
384,0.2
385,0.0
392,0.0
393,0.2
397,0.2
401,1.0
404,0.0
407,0.0
410,0.2
416,0.0
420,0.8
424,0.0
427,0.4
437,0.0
438,0.0
453,0.4
461,1.0
463,1.0
465,0.2
471,0.0
481,1.0
486,1.0
495,0.0
496,0.2
504,0.6
506,0.2
516,0.2
531,0.0
538,0.0
539,0.0
547,0.2
553,0.0
554,0.0
563,0.2
564,0.0
567,0.4
569,0.0
578,0.2
581,0.2
585,0.0
589,0.2
593,0.0
596,1.0
612,1.0
615,0.0
626,0.4
632,0.0
635,1.0
637,0.0
640,0.0
641,0.2
646,1.0
648,0.0
653,1.0
654,0.0
656,0.2
660,0.6
661,0.2
664,0.0
670,0.2
671,0.0
673,0.2
680,0.4
690,0.0
691,0.0
696,0.0
703,1.0
706,0.2
709,0.0
711,0.0
725,0.2
728,1.0
729,0.2
730,1.0
735,0.0
739,0.2
741,0.8
742,0.4
746,0.4
754,0.0
768,1.0
770,0.0
777,0.4
781,0.0
783,0.0
793,0.8
797,0.0
809,0.0
814,0.2
820,1.0
825,0.2
832,0.0
835,0.2
852,0.0
864,0.2
865,0.0
866,0.0
875,0.0
878,0.0
884,0.2
902,0.4
903,0.0
916,1.0
922,1.0
927,0.0
932,0.0
934,0.2
935,0.2
936,1.0
947,0.0
948,0.2
949,0.0
951,0.0
957,0.4
964,0.0
966,0.8
969,0.2
972,1.0
978,0.2
981,0.0
986,0.0
992,1.0
997,0.0
1000,0.0
1002,1.0
1004,1.0
1013,0.0
1025,0.0
1026,1.0
1027,0.2
1032,0.0
1033,0.0
1035,0.0
1036,0.0
1037,0.0
1039,0.4
1040,1.0
1042,0.2
1046,0.2
1049,0.0
1051,0.8
1053,0.0
1057,0.0
1058,0.8
1062,1.0
1067,1.0
1070,0.0
1081,1.0
1083,1.0
1088,0.2
1089,0.0
1098,0.2
1107,0.2
1110,0.0
1111,0.0
1114,0.0
1120,0.2
1122,0.4
1126,1.0
1135,0.2
1140,0.2
1142,0.0
1145,0.0
1147,0.0
1151,0.2
1152,0.0
1155,0.4
1163,0.4
1165,0.6
1169,0.0
1170,0.0
1174,0.0
1175,0.0
1179,0.0
1180,0.0
1181,0.4
1204,0.0
1205,0.0
1208,0.0
1209,1.0
1219,0.0
1223,0.2
1229,0.0
1233,0.0
1236,0.0
1237,0.0
1241,0.0
1244,0.8
1252,0.2
1258,0.0
1264,0.2
1271,1.0
1288,1.0
1290,0.2
1294,0.0
1296,0.0
1302,0.2
1312,1.0
1315,0.4
1316,0.2
1318,0.0
1331,0.0
1336,0.0
1341,0.2
1348,0.4
1352,0.0
1354,1.0
1355,0.0
1363,0.0
1364,0.0
1369,0.2
1373,0.0
1374,0.4
1376,0.2
1386,0.0
1397,0.2
1399,0.2
1404,0.2
1413,0.2
1418,1.0
1419,0.4
1428,0.0
1443,0.4
1459,0.8
1462,0.4
1466,0.0
1478,0.0
1480,0.8
1487,0.4
1490,0.4
1492,0.0
1494,0.8
1496,0.2
1497,1.0
1501,0.2
1504,0.4
1511,0.2
1516,0.0
1519,0.0
1523,0.0
1525,0.2
1526,1.0
1527,0.4
1538,0.2
1543,0.8
1545,0.0
1549,0.0
1557,1.0
1563,0.2
1568,1.0
1579,0.8
1585,0.8
1586,0.4
1590,0.0
1598,0.0
1603,0.4
1608,0.0
1616,0.0
1617,0.0
1640,0.2
1652,0.2
1663,0.0
1667,0.0
1676,0.0
1680,0.0
1682,0.0
1690,0.0
1693,0.2
1695,0.4
1696,0.2
1698,0.0
1708,1.0
1709,0.2
1712,0.2
1713,0.0
1716,1.0
1720,0.0
1725,0.4
1727,0.0
1728,0.0
1743,1.0
1746,0.0
1758,0.0
1759,0.2
1766,1.0
1767,0.2
1780,1.0
1786,0.0
1787,1.0
1790,0.8
1794,0.0
1795,0.0
1797,0.0
1811,0.0
1812,1.0
1813,0.2
1814,1.0
1815,0.0
1821,0.0
1824,0.2
1827,1.0
1828,0.0
1831,0.2
1834,0.0
1843,1.0
1844,1.0
1846,0.0
1856,1.0
1858,0.0
1874,0.4
1876,0.0
1877,0.2
1879,0.2
1880,1.0
1883,0.0
1892,0.6
1896,1.0
1909,0.0
1912,0.0
1916,0.0
1937,0.0
1942,0.0
1945,0.4
1947,1.0
1954,0.4
1955,0.2
1968,0.0
1969,0.0
1972,1.0
1983,1.0
1986,0.2
