id,TravelInsurance
0,0.9
9,0.9
14,0.9
31,0.9
41,0.9
43,0.9
45,0.9
46,0.9
50,0.9
51,0.8
56,0.9
64,1.0
72,0.7
74,0.7
82,0.9
86,0.9
87,0.9
93,0.9
105,1.0
106,0.9
107,0.9
122,1.0
126,0.9
134,1.0
135,0.7
141,0.9
142,1.0
158,0.9
163,0.7
166,1.0
179,0.9
180,0.9
193,0.9
196,0.9
197,0.9
201,0.7
204,0.9
208,1.0
210,0.9
211,1.0
221,0.8
234,1.0
236,0.9
243,0.9
247,0.9
248,0.7
253,1.0
257,0.9
297,0.8
306,0.9
309,1.0
310,0.9
311,0.7
313,0.9
314,1.0
325,0.7
330,0.9
340,0.9
348,0.8
349,0.9
350,0.9
351,0.7
355,0.8
371,0.9
374,0.9
380,0.9
384,1.0
385,0.9
392,0.7
393,0.9
397,0.9
401,0.9
404,0.9
407,0.9
410,0.8
416,1.0
420,0.9
424,0.9
427,0.9
437,0.9
438,0.9
453,1.0
461,0.8
463,1.0
465,0.9
471,0.9
481,0.9
486,1.0
495,0.9
496,0.7
504,0.9
506,0.7
516,0.7
531,0.9
538,0.7
539,0.9
547,0.7
553,0.7
554,0.7
563,1.0
564,0.9
567,0.9
569,0.9
578,0.9
581,0.9
585,0.9
589,0.9
593,0.9
596,0.9
612,0.8
615,0.9
626,0.7
632,0.9
635,0.8
637,0.9
640,0.9
641,0.9
646,0.9
648,1.0
653,0.9
654,0.9
656,0.7
660,1.0
661,0.9
664,0.7
670,0.9
671,0.9
673,1.0
680,0.9
690,0.7
691,0.9
696,0.7
703,0.9
706,0.9
709,0.9
711,0.9
725,0.9
728,1.0
729,1.0
730,1.0
735,0.9
739,0.7
741,0.9
742,0.9
746,0.9
754,0.9
768,0.8
770,1.0
777,1.0
781,0.9
783,0.7
793,1.0
797,0.7
809,0.9
814,0.9
820,0.8
825,0.7
832,0.9
835,0.9
852,0.9
864,0.7
865,0.9
866,0.7
875,0.9
878,0.9
884,0.9
902,1.0
903,0.7
916,0.9
922,0.8
927,0.9
932,0.7
934,0.9
935,0.9
936,0.8
947,0.9
948,0.9
949,0.7
951,0.9
957,1.0
964,0.9
966,1.0
969,0.7
972,0.8
978,0.7
981,0.9
986,0.9
992,0.9
997,0.9
1000,0.9
1002,0.9
1004,0.9
1013,0.9
1025,0.9
1026,0.8
1027,0.9
1032,0.9
1033,0.9
1035,0.9
1036,0.9
1037,0.9
1039,1.0
1040,0.8
1042,0.9
1046,0.9
1049,0.9
1051,0.7
1053,0.7
1057,0.9
1058,0.7
1062,0.8
1067,0.8
1070,0.9
1081,0.8
1083,0.8
1088,0.9
1089,0.9
1098,0.9
1107,0.7
1110,0.9
1111,0.9
1114,0.9
1120,0.7
1122,0.9
1126,0.8
1135,0.7
1140,0.9
1142,0.9
1145,0.7
1147,0.9
1151,0.7
1152,0.9
1155,0.9
1163,0.7
1165,1.0
1169,0.9
1170,0.9
1174,0.9
1175,0.9
1179,0.9
1180,0.9
1181,0.9
1204,0.7
1205,0.9
1208,0.7
1209,0.8
1219,0.7
1223,0.9
1229,1.0
1233,0.9
1236,0.9
1237,0.7
1241,0.7
1244,0.8
1252,0.7
1258,0.9
1264,1.0
1271,1.0
1288,0.8
1290,1.0
1294,0.9
1296,0.9
1302,0.9
1312,0.8
1315,0.9
1316,0.9
1318,0.9
1331,0.7
1336,0.7
1341,0.7
1348,0.7
1352,0.9
1354,0.8
1355,0.9
1363,0.9
1364,0.9
1369,0.9
1373,0.9
1374,0.7
1376,0.9
1386,0.9
1397,1.0
1399,0.7
1404,0.9
1413,0.9
1418,0.9
1419,0.7
1428,0.9
1443,1.0
1459,0.9
1462,0.7
1466,0.9
1478,0.9
1480,0.8
1487,0.9
1490,0.7
1492,0.9
1494,0.8
1496,0.7
1497,0.9
1501,1.0
1504,0.8
1511,0.7
1516,0.7
1519,0.9
1523,0.7
1525,0.9
1526,0.9
1527,0.7
1538,0.7
1543,0.9
1545,0.9
1549,1.0
1557,0.9
1563,1.0
1568,1.0
1579,0.9
1585,1.0
1586,0.7
1590,0.9
1598,0.7
1603,1.0
1608,0.9
1616,0.7
1617,0.9
1640,0.9
1652,0.9
1663,0.9
1667,0.9
1676,0.9
1680,0.9
1682,0.9
1690,0.9
1693,0.9
1695,0.7
1696,0.9
1698,0.9
1708,0.8
1709,1.0
1712,0.9
1713,0.9
1716,0.8
1720,0.9
1725,0.7
1727,0.9
1728,0.9
1743,0.9
1746,0.7
1758,0.9
1759,0.9
1766,0.9
1767,0.9
1780,0.9
1786,0.9
1787,0.9
1790,0.7
1794,0.9
1795,0.7
1797,0.9
1811,0.7
1812,0.9
1813,0.9
1814,0.8
1815,0.9
1821,0.9
1824,0.9
1827,0.8
1828,0.9
1831,0.7
1834,0.7
1843,0.8
1844,0.8
1846,0.7
1856,0.9
1858,0.7
1874,0.8
1876,0.7
1877,0.9
1879,0.9
1880,0.9
1883,1.0
1892,0.9
1896,0.8
1909,0.9
1912,0.9
1916,0.9
1937,0.7
1942,0.9
1945,0.9
1947,0.8
1954,0.9
1955,0.9
1968,0.9
1969,1.0
1972,0.8
1983,0.8
1986,0.9
